InvoiceNo  ,UnitPrice,OrderValue,Quantit,Country,InvoiceDate,Major Category,Minor Category,day,month,year,Hour,OrderTimeOfDay
547492,1.25,30.0,24,        France   ,2011-03-23,     Garden  ,         Seeds,23,3,2011,12,Afternoon
547194,4.95,14.85,3,        France   ,2011-03-21,    Clothes  ,          Hats,21,3,2011,12,Afternoon
567552,0.82,8.2,10,        France   ,2011-09-21,     Garden  ,         Rakes,21,9,2011,10,Morning
574501,0.12,0.36,3,        France   ,2011-04-11,     Garden  ,         Seeds,11,4,2011,13,Afternoon
574252,8.5,17.0,2,        France   ,2011-03-11,    Kitchen  ,        Scales,11,3,2011,13,Afternoon
575629,0.83,9.96,12,        France   ,2011-10-11,  Household  ,      Curtains,11,10,2011,13,Afternoon
547194,0.42,0.42,1,        France   ,2011-03-21,     Garden  ,          Turf,21,3,2011,12,Afternoon
547892,1.65,16.5,10,        France   ,2011-03-28,    Clothes  ,          Tops,28,3,2011,10,Morning
542535,8.95,44.75,5,        France   ,2011-01-28,  Household  ,         Lamps,28,1,2011,13,Afternoon
548737,2.55,15.3,6,        France   ,2011-04-04,    Kitchen  ,         Bowls,4,4,2011,11,Morning
576672,1.65,49.5,30,        France   ,2011-11-16,  Household  ,          Rugs,16,11,2011,11,Morning
540178,0.42,5.04,12,        France   ,2011-05-01,  Household  ,          Rugs,1,5,2011,12,Afternoon
563926,1.25,12.5,10,        France   ,2011-08-21,    Clothes  ,          Hats,21,8,2011,14,Afternoon
577344,18.0,18.0,1,        France   ,2011-11-18,    Kitchen  ,         Bowls,18,11,2011,15,Afternoon
562275,1.25,10.0,8,        France   ,2011-04-08,  Household  ,      Curtains,8,4,2011,10,Morning
566256,0.39,4.68,12,        France   ,2011-11-09,     Garden  ,         Rakes,9,11,2011,12,Afternoon
541631,2.1,25.2,12,        France   ,2011-01-20,     Garden  ,         Seeds,20,1,2011,10,Morning
542629,2.55,30.6,12,        France   ,2011-01-31,    Clothes  ,          Tops,31,1,2011,9,Morning
559704,1.25,10.0,8,        France   ,2011-12-07,    Kitchen  ,       Cutlery,7,12,2011,9,Morning
548496,0.85,20.4,24,        France   ,2011-03-31,    Clothes  ,          Hats,31,3,2011,13,Afternoon
553577,2.55,30.6,12,        France   ,2011-05-18,     Garden  ,         Rakes,18,5,2011,10,Morning
539050,1.25,1.25,1,        France   ,2010-12-15,    Kitchen  ,       Cutlery,15,12,2010,16,Evening
579708,1.65,16.5,10,        France   ,2011-11-30,  Household  ,         Lamps,30,11,2011,14,Afternoon
552826,7.95,15.9,2,        France   ,2011-11-05,    Clothes  ,          Hats,5,11,2011,13,Afternoon
567618,2.08,20.8,10,        France   ,2011-09-21,  Household  ,      Curtains,21,9,2011,12,Afternoon
556816,0.85,17.0,20,        France   ,2011-06-15,    Kitchen  ,      Coasters,15,6,2011,9,Morning
569699,1.25,2.5,2,        France   ,2011-05-10,    Kitchen  ,      Coasters,10,5,2011,15,Afternoon
564670,1.65,19.8,12,        France   ,2011-08-26,  Household  ,        Chairs,26,8,2011,15,Afternoon
555096,2.08,20.8,10,        France   ,2011-05-31,    Kitchen  ,       Cutlery,31,5,2011,13,Afternoon
540239,1.25,15.0,12,        France   ,2011-05-01,    Kitchen  ,        Scales,1,5,2011,14,Afternoon
567910,18.0,18.0,1,        France   ,2011-09-22,     Garden  ,         Seeds,22,9,2011,16,Evening
580986,0.21,5.04,24,        France   ,2011-06-12,     Garden  ,         Rakes,12,6,2011,16,Evening
538093,1.65,19.8,12,        France   ,2010-09-12,    Clothes  ,          Tops,12,9,2010,14,Afternoon
538093,0.85,10.2,12,        France   ,2010-09-12,  Household  ,         Lamps,12,9,2010,14,Afternoon
578541,6.75,13.5,2,        France   ,2011-11-24,     Garden  ,         Rakes,24,11,2011,15,Afternoon
579792,1.25,10.0,8,        France   ,2011-11-30,  Household  ,      Curtains,30,11,2011,15,Afternoon
576941,2.08,20.8,10,        France   ,2011-11-17,     Garden  ,         Rakes,17,11,2011,11,Morning
560398,6.75,67.5,10,        France   ,2011-07-18,  Household  ,          Rugs,18,7,2011,14,Afternoon
547892,3.75,15.0,4,        France   ,2011-03-28,    Clothes  ,          Hats,28,3,2011,10,Morning
546373,0.65,15.6,24,        France   ,2011-11-03,    Kitchen  ,        Plates,3,11,2011,12,Afternoon
580705,4.15,16.6,4,        France   ,2011-05-12,  Household  ,        Chairs,12,5,2011,16,Evening
544355,0.65,7.8,12,        France   ,2011-02-18,     Garden  ,         Hoses,18,2,2011,10,Morning
553843,4.15,16.6,4,        France   ,2011-05-19,  Household  ,         Lamps,19,5,2011,12,Afternoon
561795,3.25,19.5,6,        France   ,2011-07-29,    Clothes  ,          Tops,29,7,2011,13,Afternoon
545051,18.0,18.0,1,        France   ,2011-02-27,  Household  ,         Lamps,27,2,2011,11,Morning
561795,0.42,10.5,25,        France   ,2011-07-29,    Clothes  ,          Hats,29,7,2011,13,Afternoon
552851,0.42,5.04,12,        France   ,2011-11-05,  Household  ,        Chairs,5,11,2011,15,Afternoon
579345,18.0,72.0,4,        France   ,2011-11-29,  Household  ,         Lamps,29,11,2011,11,Morning
580160,0.42,8.4,20,        France   ,2011-02-12,    Clothes  ,          Hats,12,2,2011,10,Morning
556924,1.95,46.8,24,        France   ,2011-06-15,  Household  ,         Lamps,15,6,2011,14,Afternoon
543484,1.95,19.5,10,        France   ,2011-09-02,     Garden  ,         Hoses,2,9,2011,10,Morning
566163,3.75,30.0,8,        France   ,2011-09-09,     Garden  ,         Seeds,9,9,2011,11,Morning
547892,1.65,19.8,12,        France   ,2011-03-28,    Clothes  ,          Tops,28,3,2011,10,Morning
555547,2.55,15.3,6,        France   ,2011-05-06,    Clothes  ,         Shoes,6,5,2011,13,Afternoon
564479,1.65,19.8,12,        France   ,2011-08-25,    Clothes  ,         Shoes,25,8,2011,13,Afternoon
551539,0.85,17.0,20,        France   ,2011-03-05,    Clothes  ,          Hats,5,3,2011,8,Morning
555569,2.95,17.7,6,        France   ,2011-05-06,    Kitchen  ,Cooking Knives,6,5,2011,15,Afternoon
550661,3.75,15.0,4,        France   ,2011-04-20,    Clothes  ,          Tops,20,4,2011,9,Morning
540976,2.95,17.7,6,        France   ,2011-12-01,    Kitchen  ,        Plates,1,12,2011,15,Afternoon
564531,0.42,5.04,12,        France   ,2011-08-25,     Garden  ,         Rakes,25,8,2011,15,Afternoon
580986,0.39,4.68,12,        France   ,2011-06-12,     Garden  ,          Turf,12,6,2011,16,Evening
570724,11.95,23.9,2,        France   ,2011-12-10,    Clothes  ,         Shoes,10,12,2011,11,Morning
561040,2.95,17.7,6,     Australia   ,2011-07-24,  Household  ,         Lamps,24,7,2011,12,Afternoon
568695,1.65,39.6,24,     Australia   ,2011-09-28,     Garden  ,         Seeds,28,9,2011,14,Afternoon
540700,1.65,16.5,10,     Australia   ,2011-11-01,     Garden  ,         Rakes,1,11,2011,9,Morning
554126,6.75,67.5,10,     Australia   ,2011-05-23,    Kitchen  ,        Plates,23,5,2011,9,Morning
567085,7.95,15.9,2,     Australia   ,2011-09-16,     Garden  ,         Rakes,16,9,2011,12,Afternoon
567085,4.95,14.85,3,     Australia   ,2011-09-16,    Clothes  ,         Shoes,16,9,2011,12,Afternoon
547659,7.95,15.9,2,     Australia   ,2011-03-24,  Household  ,         Lamps,24,3,2011,13,Afternoon
567085,1.65,19.8,12,     Australia   ,2011-09-16,    Kitchen  ,        Plates,16,9,2011,12,Afternoon
560033,2.55,30.6,12,     Australia   ,2011-07-14,    Clothes  ,          Tops,14,7,2011,13,Afternoon
545065,6.75,27.0,4,     Australia   ,2011-02-27,  Household  ,          Rugs,27,2,2011,14,Afternoon
568145,2.89,52.02,18,     Australia   ,2011-09-25,    Clothes  ,          Hats,25,9,2011,11,Morning
560473,3.25,13.0,4,     Australia   ,2011-07-19,    Kitchen  ,         Bowls,19,7,2011,10,Morning
560473,4.15,16.6,4,     Australia   ,2011-07-19,  Household  ,        Chairs,19,7,2011,10,Morning
569722,2.08,41.6,20,     Australia   ,2011-06-10,  Household  ,          Rugs,10,6,2011,9,Morning
543376,2.95,53.1,18,     Australia   ,2011-07-02,     Garden  ,         Hoses,2,7,2011,15,Afternoon
569723,2.08,20.8,10,     Australia   ,2011-06-10,     Garden  ,         Seeds,10,6,2011,9,Morning
547659,5.95,47.6,8,     Australia   ,2011-03-24,    Kitchen  ,       Cutlery,24,3,2011,13,Afternoon
563179,1.65,16.5,10,     Australia   ,2011-12-08,    Kitchen  ,       Cutlery,8,12,2011,14,Afternoon
568708,1.95,23.4,12,     Australia   ,2011-09-28,    Clothes  ,          Tops,28,9,2011,15,Afternoon
553148,2.95,11.8,4,     Hong Kong   ,2011-05-13,    Clothes  ,         Shoes,13,5,2011,14,Afternoon
553148,2.95,11.8,4,     Hong Kong   ,2011-05-13,  Household  ,          Rugs,13,5,2011,14,Afternoon
553148,1.95,11.7,6,     Hong Kong   ,2011-05-13,  Household  ,          Rugs,13,5,2011,14,Afternoon
553148,5.95,17.85,3,     Hong Kong   ,2011-05-13,     Garden  ,         Rakes,13,5,2011,14,Afternoon
564087,4.15,99.6,24,     Hong Kong   ,2011-08-23,    Kitchen  ,Cooking Knives,23,8,2011,9,Morning
549738,3.75,45.0,12,     Hong Kong   ,2011-12-04,  Household  ,         Lamps,4,12,2011,9,Morning
571652,3.75,15.0,4,     Hong Kong   ,2011-10-18,  Household  ,      Curtains,18,10,2011,12,Afternoon
571652,4.95,14.85,3,     Hong Kong   ,2011-10-18,    Kitchen  ,         Bowls,18,10,2011,12,Afternoon
564087,8.25,66.0,8,     Hong Kong   ,2011-08-23,    Kitchen  ,Cooking Knives,23,8,2011,9,Morning
571652,3.75,15.0,4,     Hong Kong   ,2011-10-18,     Garden  ,         Hoses,18,10,2011,12,Afternoon
571652,0.42,10.08,24,     Hong Kong   ,2011-10-18,    Clothes  ,          Hats,18,10,2011,12,Afternoon
564087,4.95,39.6,8,     Hong Kong   ,2011-08-23,    Clothes  ,          Hats,23,8,2011,9,Morning
564087,1.25,20.0,16,     Hong Kong   ,2011-08-23,  Household  ,          Rugs,23,8,2011,9,Morning
541975,2.1,52.5,25,     Hong Kong   ,2011-01-24,    Clothes  ,          Tops,24,1,2011,14,Afternoon
541975,3.25,19.5,6,     Hong Kong   ,2011-01-24,     Garden  ,          Turf,24,1,2011,14,Afternoon
553148,0.55,13.2,24,     Hong Kong   ,2011-05-13,    Clothes  ,         Shoes,13,5,2011,14,Afternoon
564087,0.85,10.2,12,     Hong Kong   ,2011-08-23,     Garden  ,          Turf,23,8,2011,9,Morning
541975,10.95,43.8,4,     Hong Kong   ,2011-01-24,    Clothes  ,          Hats,24,1,2011,14,Afternoon
571652,1.25,30.0,24,     Hong Kong   ,2011-10-18,  Household  ,         Lamps,18,10,2011,12,Afternoon
553148,2.1,12.6,6,     Hong Kong   ,2011-05-13,  Household  ,      Curtains,13,5,2011,14,Afternoon
564087,1.65,19.8,12,     Hong Kong   ,2011-08-23,     Garden  ,         Hoses,23,8,2011,9,Morning
564087,1.25,12.5,10,     Hong Kong   ,2011-08-23,  Household  ,      Curtains,23,8,2011,9,Morning
553148,0.55,13.2,24,     Hong Kong   ,2011-05-13,     Garden  ,         Hoses,13,5,2011,14,Afternoon
553148,0.85,10.2,12,     Hong Kong   ,2011-05-13,    Kitchen  ,        Scales,13,5,2011,14,Afternoon
553148,3.95,31.6,8,     Hong Kong   ,2011-05-13,     Garden  ,         Rakes,13,5,2011,14,Afternoon
549738,1.95,15.6,8,     Hong Kong   ,2011-12-04,    Clothes  ,         Shoes,4,12,2011,9,Morning
553148,0.85,8.5,10,     Hong Kong   ,2011-05-13,    Kitchen  ,      Coasters,13,5,2011,14,Afternoon
553148,0.85,8.5,10,     Hong Kong   ,2011-05-13,    Clothes  ,          Hats,13,5,2011,14,Afternoon
571652,1.95,11.7,6,     Hong Kong   ,2011-10-18,    Clothes  ,         Shoes,18,10,2011,12,Afternoon
553148,1.65,16.5,10,     Hong Kong   ,2011-05-13,    Kitchen  ,         Bowls,13,5,2011,14,Afternoon
564087,2.95,53.1,18,     Hong Kong   ,2011-08-23,  Household  ,         Lamps,23,8,2011,9,Morning
557675,15.0,15.0,1,     Hong Kong   ,2011-06-22,     Garden  ,         Rakes,22,6,2011,10,Morning
553148,3.25,19.5,6,     Hong Kong   ,2011-05-13,  Household  ,          Rugs,13,5,2011,14,Afternoon
553148,2.55,15.3,6,     Hong Kong   ,2011-05-13,     Garden  ,         Seeds,13,5,2011,14,Afternoon
541975,3.75,90.0,24,     Hong Kong   ,2011-01-24,    Clothes  ,         Shoes,24,1,2011,14,Afternoon
541975,4.95,19.8,4,     Hong Kong   ,2011-01-24,    Clothes  ,          Tops,24,1,2011,14,Afternoon
549738,1.25,12.5,10,     Hong Kong   ,2011-12-04,     Garden  ,         Hoses,4,12,2011,9,Morning
564087,8.25,66.0,8,     Hong Kong   ,2011-08-23,     Garden  ,         Hoses,23,8,2011,9,Morning
564087,1.25,20.0,16,     Hong Kong   ,2011-08-23,    Clothes  ,          Tops,23,8,2011,9,Morning
553148,0.55,13.2,24,     Hong Kong   ,2011-05-13,     Garden  ,         Hoses,13,5,2011,14,Afternoon
564087,4.95,29.7,6,     Hong Kong   ,2011-08-23,     Garden  ,         Rakes,23,8,2011,9,Morning
564087,1.25,20.0,16,     Hong Kong   ,2011-08-23,    Clothes  ,          Tops,23,8,2011,9,Morning
